title,duration,genre,imdb_rating,metascore_rating,votes
Good Omens,56 min,"Comedy, Fantasy",8.1,,"2,320"
The Kill Team,87 min,"Action, Drama, Thriller",5.9,60,"2,320"
James May: Our Man in Japan,,Documentary,8.5,,"2,320"
Sex Education,54 min,"Comedy, Drama",8.5,,"2,318"
Gundala,123 min,"Action, Adventure, Drama",7.2,,"2,315"
Doctor Who,49 min,"Adventure, Drama, Family",5.8,,"2,311"
Good Omens,57 min,"Comedy, Fantasy",8.6,,"2,307"
Star Trek: Discovery,48 min,"Action, Adventure, Drama",7.2,,"2,306"
Kill Chain,91 min,"Action, Thriller",5.0,,"2,303"
The Bay,60 min,"Crime, Drama",6.8,,"2,303"
Storm Boy,99 min,"Adventure, Drama, Family",6.9,67,"2,303"
All Rise,44 min,Drama,6.5,,"2,302"
The Russian Bride,101 min,"Horror, Thriller",5.5,,"2,300"
The Outsider,53 min,"Crime, Drama, Fantasy",7.3,,"2,298"
Doctor Who,49 min,"Adventure, Drama, Family",7.2,,"2,296"
Vikings,44 min,"Action, Adventure, Drama",8.5,,"2,291"
Marjaavaan,152 min,"Action, Drama, Romance",3.5,,"2,286"
L.A.'s Finest,60 min,"Action, Comedy, Crime",5.7,,"2,284"
Bless This Mess,30 min,Comedy,6.7,,"2,283"
Criminal: Spain,40 min,"Crime, Drama",6.9,,"2,283"
The Neighbors' Window,21 min,"Short, Drama",7.2,,"2,282"
The Walking Dead,45 min,"Drama, Horror, Thriller",8.2,,"2,278"
Panodrama,64 min,Documentary,3.4,,"2,274"
The OA,43 min,"Drama, Fantasy, Mystery",9.3,,"2,274"
Modern Love,31 min,"Comedy, Romance",8.4,,"2,271"
Batwoman,42 min,"Action, Adventure, Crime",7.7,,"2,271"
Brassic,43 min,Comedy,8.1,,"2,265"
Euphoria,64 min,Drama,8.4,,"2,265"
The Crown,48 min,"Drama, History",8.6,,"2,265"
Itaewon Class,70 min,"Drama, Romance",8.3,,"2,263"
The Influence,99 min,Horror,4.5,,"2,262"
The Truth,106 min,Drama,6.4,71,"2,261"
Sex Education,50 min,"Comedy, Drama",8.1,,"2,260"
See,52 min,"Action, Drama, Sci-Fi",8.2,,"2,260"
This Time with Alan Partridge,30 min,"Comedy, Talk-Show",8.1,,"2,260"
3022,91 min,Sci-Fi,4.5,,"2,256"
#BlackAF,,Comedy,6.6,,"2,255"
Malang,135 min,"Action, Crime, Drama",6.7,,"2,253"
Cep Herkülü: Naim Süleymanoglu,141 min,"Biography, Drama, Sport",8.7,,"2,249"
Star Trek: Discovery,40 min,"Action, Adventure, Drama",7.3,,"2,249"
Little White Lies 2,134 min,"Comedy, Drama, Family",6.4,,"2,249"
Arrow,43 min,"Action, Adventure, Crime",9.5,,"2,248"
Stargirl,107 min,"Comedy, Drama, Romance",6.2,60,"2,247"
Euphoria,56 min,Drama,8.6,,"2,244"
Greener Grass,95 min,Comedy,6.3,69,"2,243"
Revealing Ukraine,84 min,Documentary,7.1,,"2,243"
Anjaam Pathiraa,144 min,"Crime, Mystery, Thriller",8.1,,"2,236"
Ema,107 min,"Drama, Music",6.9,73,"2,234"
Rising High,94 min,"Comedy, Drama",5.8,40,"2,231"
Into the Ashes,98 min,"Crime, Drama, Mystery",5.6,50,"2,230"
Sex Education,48 min,"Comedy, Drama",8.3,,"2,229"
Truth and Justice,165 min,Drama,8.7,,"2,225"
The Handmaid's Tale,50 min,"Drama, Sci-Fi, Thriller",8.1,,"2,221"
The Night Clerk,90 min,"Crime, Drama",5.2,44,"2,218"
The Handmaid's Tale,45 min,"Drama, Sci-Fi, Thriller",7.2,,"2,211"
The Flash,42 min,"Action, Adventure, Drama",9.1,,"2,206"
It's Bruno!,15 min,Comedy,7.5,,"2,205"
Arrow,42 min,"Action, Adventure, Crime",9.2,,"2,204"
Crown Vic,110 min,"Action, Crime, Drama",6.3,47,"2,204"
The End of the F***ing World,24 min,"Adventure, Comedy, Crime",9.1,,"2,202"
Radioflash,103 min,"Drama, Sci-Fi, Thriller",6.0,34,"2,201"
Red Devil,93 min,"Crime, Drama, Thriller",5.5,,"2,199"
Osmosis,55 min,"Romance, Sci-Fi",5.9,,"2,196"
The Serf,109 min,Comedy,6.7,,"2,194"
Chasing Molly,80 min,"Comedy, Crime",7.0,,"2,191"
Inside Man: Most Wanted,105 min,"Action, Crime, Thriller",5.6,,"2,190"
Titans,42 min,"Action, Adventure, Crime",9.1,,"2,186"
The Twilight Zone,51 min,"Drama, Fantasy, Horror",5.7,,"2,186"
His Dark Materials,55 min,"Adventure, Drama, Family",8.2,,"2,183"
Days Gone,,"Action, Adventure, Drama",8.4,,"2,183"
The Crown,56 min,"Drama, History",8.1,,"2,182"
Vagabond,60 min,"Action, Romance, Thriller",8.3,,"2,180"
Jarhead: Law of Return,103 min,War,6.2,,"2,178"
Doom Patrol,58 min,"Action, Adventure, Comedy",8.6,,"2,177"
Huge in France,30 min,Comedy,6.8,,"2,173"
Modern Love,34 min,"Comedy, Romance",8.3,,"2,172"
122,95 min,"Horror, Thriller",7.1,,"2,171"
The Morning Show,63 min,Drama,8.2,,"2,170"
The Outsider,57 min,"Crime, Drama, Fantasy",7.6,,"2,162"
Fleabag,27 min,"Comedy, Drama",9.0,,"2,160"
Mamangam,157 min,"Action, Drama, History",6.6,,"2,158"
Titans,50 min,"Action, Adventure, Crime",5.6,,"2,158"
Call of Duty: Modern Warfare,,"Action, Adventure, Thriller",8.6,,"2,157"
Criminal: France,39 min,"Crime, Drama",7.2,,"2,155"
Pandemic: How to Prevent an Outbreak,50 min,Documentary,6.3,,"2,149"
The Masked Singer,60 min,"Game-Show, Music, Reality-TV",6.3,,"2,146"
BoJack Horseman,27 min,"Animation, Comedy, Drama",9.4,,"2,145"
Code M,24 min,"Mystery, Thriller",8.2,,"2,142"
The Body,101 min,"Mystery, Thriller",5.4,,"2,140"
The Banana Splits Movie,89 min,"Comedy, Horror, Sci-Fi",5.0,,"2,139"
Sex Education,51 min,"Comedy, Drama",8.2,,"2,137"
Mercy Black,88 min,"Horror, Mystery, Thriller",4.9,48,"2,135"
Abigail,110 min,"Action, Adventure, Fantasy",4.9,,"2,134"
The Handmaid's Tale,51 min,"Drama, Sci-Fi, Thriller",8.2,,"2,131"
Ozark,60 min,"Crime, Drama, Thriller",8.3,,"2,131"
The End of the F***ing World,19 min,"Adventure, Comedy, Crime",8.8,,"2,129"
Sex Education,53 min,"Comedy, Drama",7.9,,"2,127"
Killing Eve,43 min,"Action, Adventure, Drama",8.4,,"2,127"
Kengan Ashura,,"Animation, Action",8.0,,"2,125"
Ayyappanum Koshiyum,177 min,"Action, Drama, Thriller",7.9,,"2,125"
"So Long, My Son",185 min,Drama,7.7,88,"2,124"
Succession,74 min,Drama,9.8,,"2,120"
Ode to Joy,97 min,Comedy,6.3,38,"2,119"
Silicon Valley,47 min,Comedy,8.7,,"2,119"
Fleabag,23 min,"Comedy, Drama",9.0,,"2,116"
Gotham,44 min,"Action, Crime, Drama",8.6,,"2,116"
The Outsider,60 min,"Crime, Drama, Fantasy",8.2,,"2,115"
Why Cheat India,121 min,"Crime, Drama",6.0,,"2,113"
Svaha: The Sixth Finger,122 min,"Horror, Mystery, Thriller",6.2,,"2,110"
Amundsen,125 min,"Biography, Drama, History",6.3,,"2,110"
Star Trek: Picard,44 min,"Action, Adventure, Drama",7.3,,"2,105"
MotherFatherSon,60 min,"Drama, Thriller",6.7,,"2,103"
Kim Possible,86 min,"Action, Adventure, Comedy",3.6,,"2,102"
The Orville,48 min,"Adventure, Comedy, Drama",7.5,,"2,101"
The Hard Way,92 min,Action,4.8,,"2,094"
Good Sam,89 min,Comedy,5.6,,"2,094"
Vikings,43 min,"Action, Adventure, Drama",7.0,,"2,094"
Jacob's Ladder,89 min,"Drama, Horror, Mystery",3.4,31,"2,094"
The End of the F***ing World,25 min,"Adventure, Comedy, Crime",7.7,,"2,092"
Star Trek: Discovery,49 min,"Action, Adventure, Drama",7.3,,"2,092"
Adopt a Highway,78 min,Drama,6.2,53,"2,091"
Pandora,42 min,"Action, Drama, Sci-Fi",3.9,,"2,087"
Sincerely Louis CK,60 min,Comedy,8.5,,"2,085"
Good Omens,54 min,"Comedy, Fantasy",8.6,,"2,082"
South Park,22 min,"Animation, Comedy",8.7,,"2,081"
Awake,92 min,"Action, Crime, Thriller",5.0,,"2,078"
A Patient Man,93 min,"Crime, Drama, Thriller",7.5,,"2,076"
The Movies That Made Us,60 min,Documentary,7.8,,"2,076"
The 100,42 min,"Drama, Mystery, Sci-Fi",8.8,,"2,075"
Doctor Who,49 min,"Adventure, Drama, Family",6.9,,"2,073"
Beats,101 min,"Comedy, Crime, Drama",7.2,75,"2,072"
Night on Earth,290 min,Documentary,8.2,,"2,067"
The Dissident,119 min,"Documentary, Crime, Thriller",8.5,85,"2,067"
The OA,69 min,"Drama, Fantasy, Mystery",9.0,,"2,062"
Pavarotti,114 min,"Documentary, Biography, Music",7.5,66,"2,061"
4L,105 min,"Comedy, Drama",5.9,,"2,056"
High School Musical: The Musical - The Series,31 min,"Comedy, Musical",7.3,,"2,053"
Dare Me,42 min,"Crime, Mystery, Thriller",6.7,,"2,052"
The Twilight Zone,40 min,"Drama, Fantasy, Horror",4.9,,"2,047"
Body at Brighton Rock,87 min,"Horror, Mystery, Thriller",5.3,53,"2,041"
Euphoria,59 min,Drama,8.7,,"2,040"
"Berlin, I Love You",120 min,"Drama, Romance",4.6,34,"2,039"
The Grand Tour,91 min,"Comedy, Talk-Show",8.7,,"2,037"
Vikings,,"Action, Adventure, Drama",7.6,,"2,037"
Them That Follow,98 min,"Drama, Thriller",5.3,57,"2,033"
Vikings,46 min,"Action, Adventure, Drama",8.4,,"2,031"
100 Humans: Life's Questions. Answered.,,Reality-TV,5.6,,"2,031"
Vikings,44 min,"Action, Adventure, Drama",7.7,,"2,030"
Oru Adaar Love,145 min,"Comedy, Romance",5.6,,"2,028"
Tom Clancy's Jack Ryan,58 min,"Action, Drama, Thriller",7.9,,"2,026"
American Horror Story,41 min,"Drama, Horror, Thriller",7.7,,"2,019"
The Outsider,53 min,"Crime, Drama, Fantasy",8.4,,"2,015"
After Life,28 min,"Comedy, Drama",7.9,,"2,014"
You,49 min,"Crime, Drama, Romance",8.1,,"2,008"
Arrow,42 min,"Action, Adventure, Crime",8.7,,"2,006"
Batwoman,41 min,"Action, Adventure, Crime",5.3,,"2,005"
Brendan Schaub: You'd Be Surprised,65 min,"Comedy, Horror",2.2,,"2,005"
Vikings,44 min,"Action, Adventure, Drama",7.8,,"2,003"
Russian Doll,25 min,"Adventure, Comedy, Drama",7.2,,"2,002"
In Family I Trust,97 min,Comedy,6.2,,"2,002"
Star Trek: Discovery,46 min,"Action, Adventure, Drama",7.7,,"2,000"
K-12,96 min,"Fantasy, Horror, Musical",6.4,,"1,997"
Traitors,60 min,Thriller,6.6,,"1,996"
The Orville,49 min,"Adventure, Comedy, Drama",7.6,,"1,995"
Ozark,57 min,"Crime, Drama, Thriller",9.0,,"1,989"
Fleabag,26 min,"Comedy, Drama",8.5,,"1,988"
The Walking Dead,41 min,"Drama, Horror, Thriller",7.7,,"1,984"
The Flash,42 min,"Action, Adventure, Drama",8.8,,"1,984"
Martin Eden,129 min,"Drama, Romance",6.7,57,"1,984"
Eftyhia,123 min,Biography,8.1,,"1,984"
BoJack Horseman,25 min,"Animation, Comedy, Drama",9.1,,"1,982"
The Bygone,115 min,"Crime, Drama, Mystery",6.5,,"1,981"
Line of Duty,98 min,"Action, Crime, Thriller",5.3,50,"1,975"
The Twilight Zone,42 min,"Drama, Fantasy, Horror",4.6,,"1,970"
Young Ahmed,90 min,Drama,6.5,65,"1,970"
Good Omens,56 min,"Comedy, Fantasy",8.3,,"1,970"
Infinity Train,11 min,"Animation, Action, Adventure",8.4,,"1,968"
Tacoma FD,30 min,Comedy,7.9,,"1,968"
To Your Last Death,91 min,"Animation, Action, Horror",7.2,,"1,967"
Killing Eve,41 min,"Action, Adventure, Drama",8.8,,"1,965"
Mosul,86 min,Documentary,8.7,,"1,963"
13 Reasons Why,56 min,"Drama, Mystery",6.4,,"1,960"
Mary,84 min,Horror,4.3,31,"1,957"
See,,"Action, Drama, Sci-Fi",8.1,,"1,954"
Grey's Anatomy,43 min,"Drama, Romance",9.5,,"1,948"
Good Omens,52 min,"Comedy, Fantasy",8.4,,"1,948"
Year of the Rabbit,30 min,"Comedy, Crime, Mystery",7.4,,"1,947"
Fleabag,23 min,"Comedy, Drama",8.8,,"1,940"
Barry,35 min,"Action, Comedy, Crime",9.3,,"1,937"
The Expanse,49 min,"Drama, Mystery, Sci-Fi",8.8,,"1,937"
The 100,42 min,"Drama, Mystery, Sci-Fi",8.8,,"1,936"
Altered Carbon,47 min,"Action, Drama, Sci-Fi",6.5,,"1,936"
Variações: Guardian Angel,109 min,"Biography, Drama, Music",7.3,,"1,935"
Bob Hearts Abishola,21 min,Comedy,6.6,,"1,935"
The Pier,50 min,"Drama, Mystery",7.3,,"1,934"
Sacred Games,56 min,"Action, Crime, Drama",8.3,,"1,932"
Riverdale,42 min,"Crime, Drama, Mystery",4.2,,"1,932"
Carnival Row,60 min,"Crime, Drama, Fantasy",7.4,,"1,931"
Vikings,43 min,"Action, Adventure, Drama",8.1,,"1,929"
Ozark,64 min,"Crime, Drama, Thriller",8.6,,"1,927"
The 100,42 min,"Drama, Mystery, Sci-Fi",8.6,,"1,926"
The Crown,57 min,"Drama, History",8.1,,"1,919"
Mentalhood,24 min,Drama,8.4,,"1,915"
Success,50 min,"Crime, Drama",8.0,,"1,911"
The Bonfire of Destiny,48 min,"Drama, History",7.7,,"1,910"
Euphoria,53 min,Drama,8.3,,"1,910"
Brooklyn Nine-Nine,21 min,"Comedy, Crime",8.8,,"1,909"
Uyare,125 min,Drama,8.1,,"1,907"
It Must Be Heaven,102 min,Comedy,7.1,69,"1,906"
BOSS: Baap of Special Services,30 min,Action,8.1,,"1,904"
What We Do in the Shadows,26 min,"Comedy, Fantasy, Horror",9.4,,"1,903"
The Flash,42 min,"Action, Adventure, Drama",8.6,,"1,901"
The End of the F***ing World,19 min,"Adventure, Comedy, Crime",8.3,,"1,899"
The Silence of the Marsh,92 min,Thriller,5.0,,"1,898"
Doom Patrol,52 min,"Action, Adventure, Comedy",8.7,,"1,897"
Pete Davidson: Alive from New York,49 min,Comedy,5.9,,"1,897"
The Handmaid's Tale,46 min,"Drama, Sci-Fi, Thriller",8.2,,"1,896"
Who Would You Take to a Deserted Island?,93 min,Drama,5.3,,"1,896"
Brooklyn Nine-Nine,21 min,"Comedy, Crime",8.5,,"1,895"
You,49 min,"Crime, Drama, Romance",7.8,,"1,893"
NiNoKuni,106 min,"Animation, Action, Adventure",6.1,,"1,888"
Euphoria,50 min,Drama,8.4,,"1,885"
Pinocchio,125 min,"Drama, Fantasy",6.5,,"1,885"
Coldd Lassi Aur Chicken Masala,30 min,Romance,8.3,,"1,881"
Booo: Sabki Phategi,20 min,"Comedy, Horror",7.0,,"1,880"
13 Reasons Why,71 min,"Drama, Mystery",6.3,,"1,879"
Kaguya-sama: Love Is War,24 min,"Animation, Comedy, Romance",8.0,,"1,877"
Dispatches from Elsewhere,,"Drama, Mystery",6.5,,"1,876"
Vikings,48 min,"Action, Adventure, Drama",7.6,,"1,875"
Quiz,147 min,"Crime, Drama, Game-Show",7.5,,"1,874"
Cosmos: Possible Worlds,45 min,Documentary,9.3,,"1,866"
5Gang,100 min,"Action, Comedy",1.5,,"1,865"
White House Farm,47 min,"Biography, Crime, Drama",7.3,,"1,864"
No Good Nick,30 min,"Comedy, Family",5.8,,"1,858"
10 Minutes Gone,89 min,"Action, Crime, Mystery",3.6,13,"1,858"
Juanita,90 min,Drama,5.9,,"1,857"
American Horror Story,39 min,"Drama, Horror, Thriller",8.2,,"1,855"
Gang Leader,155 min,"Action, Comedy",7.6,,"1,854"
The Morning Show,55 min,Drama,8.6,,"1,852"
Skylines,56 min,"Crime, Drama, Music",7.6,,"1,850"
Barry,34 min,"Action, Comedy, Crime",9.2,,"1,850"
Hyperdrive,29 min,Reality-TV,8.1,,"1,850"
Arrow,42 min,"Action, Adventure, Crime",8.8,,"1,850"
The Cave,107 min,"Documentary, War",7.4,83,"1,850"
The 100,40 min,"Drama, Mystery, Sci-Fi",9.0,,"1,848"
Bloodride,,Horror,6.4,,"1,846"
You,50 min,"Crime, Drama, Romance",8.5,,"1,844"
You,48 min,"Crime, Drama, Romance",8.3,,"1,843"
Tone-Deaf,87 min,"Comedy, Horror, Thriller",4.8,,"1,842"
A Sun,156 min,"Crime, Drama",7.7,,"1,840"
The Village in the Woods,82 min,"Horror, Mystery, Thriller",6.2,,"1,834"
Ozark,53 min,"Crime, Drama, Thriller",8.7,,"1,832"
After Life,25 min,"Comedy, Drama",8.1,,"1,831"
Brochevarevarura,138 min,Comedy,8.0,,"1,828"
Arthdal Chronicles,80 min,"Drama, Fantasy, History",8.3,,"1,827"
The Postcard Killings,104 min,"Crime, Drama, Mystery",5.6,29,"1,826"
BoJack Horseman,26 min,"Animation, Comedy, Drama",9.0,,"1,824"
Ozark,59 min,"Crime, Drama, Thriller",8.6,,"1,822"
F2: Fun and Frustration,148 min,Comedy,6.2,,"1,821"
After Life,27 min,"Comedy, Drama",8.7,,"1,818"
Unbelievable,58 min,"Crime, Drama",8.2,,"1,818"
Vienna Blood,45 min,"Crime, Drama, Mystery",7.4,,"1,817"
The Village,60 min,Drama,7.4,,"1,811"
Killing Eve,42 min,"Action, Adventure, Drama",8.3,,"1,809"
"Ken Jeong: You Complete Me, Ho",62 min,Comedy,5.7,,"1,808"
Miles Davis: Birth of the Cool,115 min,"Documentary, Biography, Music",7.4,76,"1,807"
Everybody's Everything,116 min,Documentary,7.5,71,"1,806"
The Morning Show,51 min,Drama,9.0,,"1,806"
Hit,125 min,"Crime, Mystery, Thriller",7.8,,"1,806"
Oprah Winfrey Presents: When They See Us Now,61 min,Talk-Show,7.7,,"1,806"
You vs. Wild,20 min,"Adventure, Reality-TV",6.7,,"1,805"
Valhalla,105 min,"Adventure, Fantasy, Thriller",5.9,,"1,804"
His Dark Materials,56 min,"Adventure, Drama, Family",8.6,,"1,803"
Abduction,98 min,"Action, Horror, Sci-Fi",5.0,,"1,800"
Horrible Histories: The Movie - Rotten Romans,92 min,"Comedy, Family, History",5.2,,"1,800"
The Planets,58 min,Documentary,9.1,,"1,799"
You,49 min,"Crime, Drama, Romance",8.0,,"1,798"
Fittrat,25 min,"Drama, Romance",8.7,,"1,794"
Bluff City Law,43 min,Drama,6.7,,"1,793"
You,45 min,"Crime, Drama, Romance",8.1,,"1,791"
Altered Carbon,53 min,"Action, Drama, Sci-Fi",6.8,,"1,789"
Orange Is the New Black,89 min,"Comedy, Crime, Drama",9.2,,"1,789"
The End of the F***ing World,22 min,"Adventure, Comedy, Crime",8.2,,"1,786"
The Huntress: Rune of the Dead,105 min,"Action, Horror, Thriller",5.6,,"1,785"
Mission Over Mars,21 min,"Drama, History",8.8,,"1,785"
Vinland Saga,,"Animation, Action, Adventure",9.9,,"1,782"
His Dark Materials,55 min,"Adventure, Drama, Family",8.2,,"1,779"
Cheat,181 min,Thriller,6.7,,"1,778"
Tiger King,49 min,"Documentary, Crime",7.5,,"1,777"
25 Litre,,Documentary,9.2,,"1,775"
I Trapped the Devil,82 min,"Drama, Horror, Mystery",4.8,47,"1,774"
Swamp Thing,51 min,"Action, Adventure, Drama",8.6,,"1,773"
We Are the Wave,50 min,Drama,6.1,,"1,772"
Romance Is a Bonus Book,,Romance,8.1,,"1,771"
The OA,63 min,"Drama, Fantasy, Mystery",9.1,,"1,771"
Hasmukh,34 min,"Comedy, Crime",5.3,,"1,768"
Brooklyn Nine-Nine,21 min,"Comedy, Crime",9.2,,"1,767"
Strange But True,96 min,Thriller,5.7,56,"1,767"
Text,132 min,"Drama, Thriller",6.7,,"1,765"
The Orville,46 min,"Adventure, Comedy, Drama",8.3,,"1,764"
Star Wars: The Clone Wars,24 min,"Animation, Action, Adventure",8.4,,"1,764"
Titans,40 min,"Action, Adventure, Crime",7.9,,"1,763"
The End of the F***ing World,21 min,"Adventure, Comedy, Crime",8.4,,"1,763"
The OA,71 min,"Drama, Fantasy, Mystery",8.9,,"1,762"
White Snake,99 min,"Animation, Action, Adventure",7.0,60,"1,758"
The Man in the High Castle,58 min,"Drama, Sci-Fi, Thriller",6.0,,"1,757"
NTR Kathanayakudu,169 min,"Biography, Drama",5.7,,"1,757"
Teen Titans Go! Vs. Teen Titans,77 min,"Animation, Action, Adventure",6.8,,"1,755"
Tom Clancy's Jack Ryan,45 min,"Action, Drama, Thriller",7.5,,"1,753"
Vikings,43 min,"Action, Adventure, Drama",7.7,,"1,753"
Ronny Chieng: Asian Comedian Destroys America,63 min,Comedy,7.4,,"1,753"
Sacred Games,59 min,"Action, Crime, Drama",8.2,,"1,750"
The OA,55 min,"Drama, Fantasy, Mystery",8.5,,"1,749"
After Life,31 min,"Comedy, Drama",8.6,,"1,747"
Family Guy,22 min,"Animation, Comedy",5.3,,"1,746"
American Horror Story,47 min,"Drama, Horror, Thriller",8.4,,"1,746"
Ozark,58 min,"Crime, Drama, Thriller",8.8,,"1,745"
This Way Up,25 min,Comedy,7.7,,"1,744"
Next in Fashion,,Reality-TV,7.4,,"1,744"
Untouchable,98 min,"Documentary, Biography",6.7,71,"1,743"
The Weasel's Tale,129 min,"Comedy, Drama",7.3,,"1,742"
Native Son,104 min,Drama,5.7,63,"1,740"
American Horror Story,41 min,"Drama, Horror, Thriller",8.2,,"1,740"
She,36 min,"Crime, Drama",6.5,,"1,738"
Doom Patrol,47 min,"Action, Adventure, Comedy",8.4,,"1,734"
The Big Bang Theory,20 min,"Comedy, Romance",8.0,,"1,731"
Always a Witch,40 min,"Drama, Fantasy",6.3,,"1,730"
Last Ferry,86 min,"Crime, Drama, Thriller",6.4,,"1,724"
After Life,27 min,"Comedy, Drama",8.4,,"1,723"
Motichoor Chaknachoor,150 min,"Comedy, Romance",5.8,,"1,722"
"Frankenstein's Monster's Monster, Frankenstein",32 min,"Short, Comedy",5.9,,"1,722"
The Twilight Zone,54 min,"Drama, Fantasy, Horror",6.0,,"1,721"
Fire Force,23 min,"Animation, Action, Drama",7.7,,"1,720"
Arrow,41 min,"Action, Adventure, Crime",8.6,,"1,720"
Exit 0,95 min,Thriller,6.3,,"1,720"
Weird City,30 min,"Comedy, Sci-Fi",5.9,,"1,719"
Titans,44 min,"Action, Adventure, Crime",8.2,,"1,718"
The Verdict - State Vs Nanavati,20 min,Crime,8.6,,"1,718"
Comali,143 min,Comedy,6.9,,"1,717"
ReMastered: Devil at the Crossroads,48 min,"Documentary, Biography",7.0,,"1,715"
Medically Yourrs,,Drama,8.8,,"1,716"
Chasing Happiness,96 min,Documentary,7.9,,"1,713"
Tigertail,91 min,Drama,6.4,65,"1,713"
Tolo Tolo,90 min,"Comedy, Family",6.0,,"1,713"
Ready to Mingle,95 min,Comedy,5.9,,"1,711"
After Life,27 min,"Comedy, Drama",8.1,,"1,710"
The Expanse,48 min,"Drama, Mystery, Sci-Fi",9.1,,"1,708"
BoJack Horseman,26 min,"Animation, Comedy, Drama",8.6,,"1,708"
The Expanse,48 min,"Drama, Mystery, Sci-Fi",8.8,,"1,706"
Russian Doll,27 min,"Adventure, Comedy, Drama",7.5,,"1,706"
Seth Meyers: Lobby Baby,61 min,Comedy,7.5,,"1,704"
The Crown,47 min,"Drama, History",8.3,,"1,699"
The Immortal,116 min,"Crime, Drama",6.2,,"1,696"
Arrow,42 min,"Action, Adventure, Crime",8.8,,"1,695"
The Morning Show,53 min,Drama,8.5,,"1,695"
The Unicorn,22 min,"Comedy, Drama, Family",7.0,,"1,694"
Into the Dark,81 min,"Horror, Thriller",5.7,,"1,691"
Altered Carbon,53 min,"Action, Drama, Sci-Fi",6.8,,"1,689"
Who Killed Little Gregory?,,"Documentary, Crime, Drama",7.4,,"1,688"
Ozark,61 min,"Crime, Drama, Thriller",8.4,,"1,687"
We Summon the Darkness,91 min,"Comedy, Horror, Music",5.1,55,"1,687"
Killing Eve,42 min,"Action, Adventure, Drama",8.3,,"1,686"
The Mystery of Henri Pick,100 min,"Comedy, Drama",6.7,,"1,684"
General,145 min,"Biography, Drama, History",3.1,,"1,684"
Gotham,44 min,"Action, Crime, Drama",8.6,,"1,683"
Most Beautiful Thing,45 min,Romance,7.9,,"1,683"
The Flash,42 min,"Action, Adventure, Drama",8.1,,"1,680"
Supernatural,41 min,"Drama, Fantasy, Horror",8.3,,"1,677"
Green Frontier,41 min,"Crime, Thriller",7.4,,"1,676"
Ozark,61 min,"Crime, Drama, Thriller",8.5,,"1,676"
At the Heart of Gold: Inside the USA Gymnastics Scandal,88 min,"Documentary, Crime, Drama",8.0,,"1,675"
"Perpetual Grace, LTD",50 min,"Comedy, Crime, Drama",7.5,,"1,674"
Riverdale,42 min,"Crime, Drama, Mystery",9.3,,"1,672"
The 100,42 min,"Drama, Mystery, Sci-Fi",8.7,,"1,671"
See,,"Action, Drama, Sci-Fi",7.8,,"1,669"
Born a King,103 min,"Drama, History",7.6,,"1,668"
Russian Doll,30 min,"Adventure, Comedy, Drama",8.6,,"1,667"
Doom Patrol,52 min,"Action, Adventure, Comedy",8.4,,"1,666"
The Good Place: Live Panel Discussion,12 min,"Short, Talk-Show",9.7,,"1,665"
Single Slipper Size - 7,120 min,Drama,8.6,,"1,665"
Hotel Del Luna,80 min,"Drama, Fantasy, Horror",8.4,,"1,664"
Notebook,115 min,"Drama, Romance",6.8,,"1,663"
The OA,43 min,"Drama, Fantasy, Mystery",8.9,,"1,663"
Titans,43 min,"Action, Adventure, Crime",8.6,,"1,662"
Tom Clancy's Jack Ryan,54 min,"Action, Drama, Thriller",7.8,,"1,662"
India's Most Wanted,123 min,"Action, Thriller",4.5,,"1,660"
Trailer Park Boys: The Animated Series,25 min,"Animation, Comedy",7.5,,"1,657"
See,,"Action, Drama, Sci-Fi",8.3,,"1,657"
Thanneermathan Dinangal,136 min,"Comedy, Romance",8.0,,"1,656"
Killing Eve,41 min,"Action, Adventure, Drama",8.4,,"1,655"
The Orville,48 min,"Adventure, Comedy, Drama",8.1,,"1,655"
"Dirty John, The Dirty Truth",88 min,"Documentary, Crime",6.1,,"1,654"
Prank Encounters,24 min,Comedy,5.0,,"1,654"
The Expanse,43 min,"Drama, Mystery, Sci-Fi",9.3,,"1,653"
The End of the F***ing World,21 min,"Adventure, Comedy, Crime",7.9,,"1,653"
The Other Two,30 min,Comedy,7.3,,"1,652"
Suits,47 min,"Comedy, Drama",9.6,,"1,651"
The End of the F***ing World,19 min,"Adventure, Comedy, Crime",7.9,,"1,651"
Titans,47 min,"Action, Adventure, Crime",7.9,,"1,650"
A Tale of Three Sisters,108 min,Drama,7.5,,"1,649"
Pearson,42 min,Drama,6.8,,"1,647"
13 Reasons Why,57 min,"Drama, Mystery",6.5,,"1,645"
Yeh Saali Aashiqui,137 min,Thriller,7.9,,"1,645"
15 Minutes of War,98 min,"Action, Drama, History",6.3,44,"1,644"
The Case Against Adnan Syed,268 min,"Documentary, Crime",6.6,,"1,643"
Fixerr,20 min,Drama,8.2,,"1,643"
Class of 2020,,Drama,8.5,,"1,641"
Killing Eve,40 min,"Action, Adventure, Drama",8.4,,"1,640"
Ride Like a Girl,98 min,"Biography, Drama, Sport",6.9,44,"1,640"
Memory: The Origins of Alien,95 min,"Documentary, Horror, Sci-Fi",6.7,70,"1,638"
I Spit on Your Grave: Deja Vu,148 min,"Horror, Thriller",2.3,,"1,637"
Dropa,101 min,"Drama, Sci-Fi, Thriller",6.2,,"1,637"
Pagalpanti,149 min,"Action, Comedy",3.0,,"1,636"
Barry,33 min,"Action, Comedy, Crime",9.1,,"1,636"
